country_code,year,population,gdp_usd,gdp_per_capita,life_expectancy,co2_per_capita,renewable_pct,internet_pct,gini,urban_pct,electricity_pct,under5_mortality,health_spend_pct
MKD,2009,1958782,9401736825,4799.79,74.45,4.66,18.40,51.77,42.80,58.03,99.20,10.80,6.53
MKD,2010,1946298,9407170321,4833.37,75.00,4.71,22.30,51.90,40.10,58.12,99.50,10.40,6.71
MKD,2011,1937398,10494626768,5416.87,75.10,5.29,18.60,56.70,39.40,58.24,99.70,10.20,6.52
MKD,2012,1929821,9745261301,5049.83,74.90,4.99,18.30,57.45,38.10,58.39,99.60,10.40,6.61
MKD,2013,1922716,10817702346,5626.26,75.40,4.58,21.20,65.24,36.20,58.58,99.70,10.70,6.72
MKD,2014,1917557,11362265253,5925.39,75.45,4.36,21.20,68.06,35.20,58.80,99.80,11.10,6.29
MKD,2015,1912430,10064519963,5262.69,75.40,4.15,23.90,70.38,35.60,59.07,99.90,11.10,6.34
MKD,2016,1906313,10672467073,5598.49,75.40,4.00,21.40,72.16,34.50,59.38,100.00,10.60,6.38
MKD,2017,1898657,11307067070,5955.30,75.95,4.20,19.00,74.52,34.20,59.74,100.00,9.60,6.44
MKD,2018,1889051,12683068114,6713.99,76.65,3.99,20.90,79.17,33.00,60.16,99.80,8.40,6.46
MKD,2019,1876262,12606338449,6718.86,76.60,4.63,17.00,81.41,33.50,60.63,100.00,7.10,7.07
MKD,2020,1856124,12361036914,6659.60,74.40,4.08,20.00,81.41,,61.16,100.00,6.00,7.73
MKD,2021,1837114,14000283827,7620.80,73.25,4.16,19.50,81.87,,61.68,100.00,5.10,8.42
MKD,2022,1831712,13932436550,7606.24,74.42,4.48,,83.85,,61.95,100.00,4.20,7.42
MKD,2023,1827816,15855131189,8674.36,75.32,4.39,,88.50,,62.25,100.00,3.40,7.43
MLI,2000,11559290,3521570876,304.65,50.61,0.07,83.50,0.14,,18.98,9.60,189.90,5.47
MLI,2001,11912158,4124281594,346.22,51.30,0.07,82.10,0.19,39.90,19.32,10.80,183.90,4.52
MLI,2002,12288050,4647238257,378.19,52.00,0.07,83.60,0.23,,19.68,13.00,177.70,5.00
MLI,2003,12684955,5605613011,441.91,52.63,0.07,85.80,0.31,,20.06,14.70,171.70,5.05
MLI,2004,13102409,6485774930,495.01,53.25,0.07,81.50,0.43,,20.46,16.40,165.80,5.22
MLI,2005,13538647,7429066952,548.73,53.79,0.07,82.30,0.51,,20.87,18.20,160.10,5.20
MLI,2006,13990139,8212007554,586.99,54.31,0.08,81.70,0.73,38.90,21.30,16.60,154.60,5.46
MLI,2007,14457775,9699047443,670.85,54.76,0.09,78.90,0.81,,21.74,21.70,149.20,5.25
MLI,2008,14940782,11462490840,767.19,55.19,0.10,75.00,1.57,,22.19,23.40,144.00,5.03
MLI,2009,15435539,12155217833,787.48,55.59,0.13,78.70,1.80,33.00,22.66,24.00,138.90,5.21
MLI,2010,15945198,12710739160,797.15,55.99,0.12,84.00,2.00,,23.14,27.00,133.80,4.68
MLI,2011,16469049,15452791789,938.29,56.37,0.13,83.60,2.20,,23.64,28.80,128.80,4.01
MLI,2012,16957033,14795114603,872.51,56.70,0.13,81.20,2.80,,24.16,25.60,123.90,3.75
MLI,2013,17459615,15747192681,901.92,57.05,0.16,84.80,3.50,,24.70,32.40,119.10,3.96
MLI,2014,18020267,17081681993,947.92,57.48,0.16,84.60,7.00,,25.27,34.20,114.40,4.48
MLI,2015,18593022,15583181170,838.12,57.85,0.19,81.20,10.33,,25.85,37.60,109.70,4.11
MLI,2016,19191289,16743796800,872.47,58.29,0.24,77.90,14.00,,26.45,38.80,105.10,3.77
MLI,2017,19813011,18308362040,924.06,58.56,0.26,77.00,18.90,,27.06,34.80,100.60,3.67
MLI,2018,20442030,20368015381,996.38,58.87,0.28,77.20,21.40,36.00,27.70,50.90,96.20,3.73
MLI,2019,21068405,20477421885,971.95,59.22,0.29,74.90,24.96,,28.35,47.90,91.90,3.83
MLI,2020,21713836,20698560939,953.24,58.86,0.32,72.80,29.11,,29.02,50.60,87.60,3.51
MLI,2021,22388630,22999245263,1027.27,59.12,0.33,71.20,33.96,35.70,29.70,53.40,83.60,3.54
MLI,2022,23072640,22539987719,976.91,60.04,0.32,71.10,35.20,,30.40,53.00,79.70,3.72
MLI,2023,23769127,24777941861,1042.44,60.44,0.30,,36.04,,31.00,54.50,76.20,3.81
MLT,2000,390087,4036809767,10348.49,78.35,5.47,0.00,13.11,,93.28,100.00,7.60,6.63
MLT,2001,393028,4070867153,10357.70,78.84,6.35,0.00,17.88,,93.36,100.00,7.40,7.03
MLT,2002,395969,4455127398,11251.20,78.74,5.87,0.10,28.92,,93.44,100.00,7.20,7.73
MLT,2003,398582,5418315225,13593.98,78.55,6.56,0.10,31.64,,93.52,100.00,7.10,7.94
MLT,2004,401268,6104141501,15212.13,79.25,6.50,0.10,34.62,,93.61,100.00,7.00,8.04
MLT,2005,403834,6393234965,15831.34,79.30,6.52,0.10,41.24,,93.70,100.00,6.90,8.69
MLT,2006,405308,6749838862,16653.60,79.44,6.56,0.20,40.41,28.00,93.80,100.00,6.90,8.85
MLT,2007,406724,7908412374,19444.17,79.79,6.70,0.20,46.90,29.20,93.91,100.00,6.90,8.19
MLT,2008,409379,9172399573,22405.64,79.64,6.68,0.20,50.08,29.00,94.03,100.00,6.90,7.82
MLT,2009,412477,8769897418,21261.54,80.24,6.11,0.30,58.86,30.20,94.14,100.00,6.90,7.89
MLT,2010,414508,9097044301,21946.61,81.40,6.26,1.20,63.00,29.00,94.24,100.00,6.90,7.90
MLT,2011,416268,9789363086,23516.97,80.75,6.20,2.00,68.02,29.10,94.32,100.00,6.80,8.32
MLT,2012,420028,9609530619,22878.31,80.75,6.49,2.70,68.20,29.40,94.36,100.00,6.80,8.25
MLT,2013,424810,10796780874,25415.55,81.75,5.61,3.20,68.91,28.80,94.39,100.00,6.70,8.30
MLT,2014,433481,11888029752,27424.57,81.90,5.47,4.50,73.11,29.00,94.41,100.00,6.70,8.88
MLT,2015,444220,11340789706,25529.67,81.80,3.76,6.00,75.96,29.40,94.44,100.00,6.60,8.70
MLT,2016,454505,12025777078,26459.06,82.35,3.00,9.20,78.08,29.10,94.48,100.00,6.50,8.70
MLT,2017,467106,14161374599,30317.26,82.20,3.34,7.30,81.01,29.20,94.57,100.00,6.40,8.31
MLT,2018,483903,16153785817,33382.28,82.25,3.24,7.60,81.66,28.70,94.72,100.00,6.30,8.11
MLT,2019,503912,16337788881,32421.91,82.66,3.32,7.40,85.78,31.00,94.93,100.00,6.10,8.89
MLT,2020,515490,16404655808,31823.42,82.10,3.14,9.20,86.86,31.40,95.18,100.00,6.00,9.85
MLT,2021,518150,19730119031,38078.01,82.26,3.14,8.60,87.47,31.60,95.51,100.00,5.80,9.53
MLT,2022,531113,18938869147,35658.83,82.30,3.38,,91.54,34.60,95.60,100.00,5.60,9.09
MLT,2023,552747,22625329776,40932.52,83.36,3.23,,92.07,31.80,95.63,100.00,5.50,8.84
MMR,2000,45290841,8905066164,196.62,60.36,0.22,80.20,,,27.53,41.90,88.90,2.01
MMR,2001,45771139,6477790688,141.53,60.64,0.19,82.50,0.00,,27.71,43.00,86.50,2.16
MMR,2002,46232653,6777632512,146.60,60.93,0.19,83.00,0.00,,27.88,47.00,84.10,2.59
MMR,2003,46667192,10467109978,224.29,61.20,0.23,79.90,0.02,,28.06,45.10,81.60,2.40
MMR,2004,47068772,10567354056,224.51,61.44,0.23,80.20,0.02,,28.23,46.20,79.10,2.33
MMR,2005,47438365,11986972419,252.69,61.72,0.24,79.60,0.07,,28.39,47.30,76.30,2.34
MMR,2006,47785135,14502553710,303.50,62.03,0.22,81.30,0.18,,28.55,48.40,73.60,2.27
MMR,2007,48125043,20182477481,419.38,62.37,0.23,80.50,0.22,,28.71,49.50,70.80,2.04
MMR,2008,48390793,31862554102,658.44,56.36,0.17,85.60,0.22,,28.86,50.60,101.70,2.12
MMR,2009,48660459,36906181381,758.44,63.10,0.16,85.80,0.22,,29.00,51.80,65.10,2.17
MMR,2010,49024382,49540813342,1010.53,63.48,0.18,84.60,0.25,,29.14,48.80,62.40,1.97
MMR,2011,49419820,59977326086,1213.63,63.86,0.19,83.80,0.98,,29.27,54.10,59.70,1.95
MMR,2012,49837446,59937796648,1202.67,64.25,0.25,78.10,1.40,,29.40,55.30,57.00,2.44
MMR,2013,50262658,60269732855,1199.10,64.62,0.28,75.60,1.80,,29.51,56.50,54.60,3.11
MMR,2014,50681634,65531374200,1293.00,64.99,0.35,72.00,7.40,,29.62,52.00,52.40,4.15
MMR,2015,51089056,59607290408,1166.73,65.29,0.39,70.00,10.90,38.10,29.72,60.50,50.50,5.20
MMR,2016,51495696,63298361996,1229.20,65.64,0.45,68.80,16.00,,29.81,55.60,48.70,4.76
MMR,2017,51894938,66053040483,1272.82,65.91,0.65,59.50,23.62,30.70,29.91,69.80,46.80,4.69
MMR,2018,52272247,67860515990,1298.21,66.23,0.64,59.40,29.38,,29.99,66.10,45.20,4.54
MMR,2019,52640713,75065106228,1425.99,66.46,0.65,58.50,36.54,,30.08,68.30,43.60,3.81
MMR,2020,53016522,79006113643,1490.22,66.61,0.65,59.20,45.45,,30.16,70.40,42.10,4.28
MMR,2021,53387102,66345291160,1242.72,65.55,0.60,62.90,,,30.24,72.50,40.80,5.54
MMR,2022,53756787,62253049892,1158.05,66.51,0.58,,,,30.31,73.70,39.50,4.49
MMR,2023,54133798,66757619000,1233.20,66.89,0.58,,,,30.38,76.80,38.10,4.46
MNE,2000,604950,984293044,1627.07,73.40,,,,,59.09,99.10,14.20,
MNE,2001,607389,1159869246,1909.60,73.58,,,,,60.14,99.10,13.70,
MNE,2002,609828,1286314054,2109.31,73.97,,,,,61.03,99.00,13.00,
MNE,2003,612267,1708196981,2789.95,74.06,,,,,61.70,99.00,12.20,
MNE,2004,613353,2077046942,3386.38,74.21,,,25.35,,62.21,99.00,11.40,
MNE,2005,614261,2258016380,3675.99,73.98,,47.60,27.10,30.20,62.68,99.80,10.60,
MNE,2006,615025,2719979875,4422.55,73.84,,44.80,28.90,30.00,63.11,99.00,9.70,
MNE,2007,615875,3682586459,5979.44,74.34,,42.30,30.80,31.40,63.50,99.00,8.90,
MNE,2008,616969,4559410049,7390.01,75.14,,38.80,32.90,30.50,63.84,99.00,8.10,
MNE,2009,618294,4159063347,6726.68,75.14,,49.20,35.10,31.00,64.11,99.10,7.40,
MNE,2010,619428,4136936244,6678.64,75.99,,49.10,37.50,28.90,64.31,99.20,6.70,
MNE,2011,620345,4507127585,7265.52,76.08,,42.80,35.61,30.80,64.42,99.00,6.10,7.97
MNE,2012,621418,4071828832,6552.48,76.30,,45.90,56.84,41.20,64.52,99.30,5.50,8.30
MNE,2013,622587,4422097042,7102.78,76.49,,49.30,60.31,39.00,64.63,99.70,5.00,8.47
MNE,2014,623744,4579635404,7342.17,76.34,,46.00,63.89,38.80,64.72,97.70,4.60,8.00
MNE,2015,624651,4010884107,6421.00,76.60,,43.00,68.12,39.00,64.82,99.50,4.20,9.02
MNE,2016,625353,4357467226,6968.01,76.54,,43.90,69.88,38.50,64.91,99.60,3.90,8.63
MNE,2017,625982,4803964684,7674.29,76.69,,37.80,71.27,36.90,65.00,100.00,3.60,7.98
MNE,2018,626438,5433469311,8673.59,77.89,,40.60,71.52,36.80,65.09,100.00,3.30,8.34
MNE,2019,626753,5483622632,8749.26,76.68,,38.70,73.48,35.70,65.17,100.00,3.10,8.33
MNE,2020,626590,4734192593,7555.49,75.93,,39.60,77.61,35.40,65.25,99.90,2.90,11.42
MNE,2021,625053,5822908964,9315.86,73.82,,39.60,82.22,34.30,65.33,99.80,2.80,10.55
MNE,2022,623591,6259721790,10038.18,76.19,,,88.22,,65.40,100.00,2.60,10.19
MNE,2023,623529,7643318276,12258.16,77.59,,,88.55,,65.47,100.00,2.50,9.65
MNG,2000,2388299,1136896124,476.03,63.21,3.79,5.70,1.26,,56.73,67.30,62.50,6.08
MNG,2001,2417751,1267997934,524.45,63.39,3.73,6.10,1.65,,57.22,71.70,57.70,5.44
MNG,2002,2449027,1396555720,570.25,63.54,3.94,6.50,2.04,32.90,58.13,72.80,52.90,5.49
MNG,2003,2480374,1595297356,643.17,63.58,3.77,6.10,,,59.35,76.30,48.50,4.30
MNG,2004,2508412,1992066808,794.15,64.63,3.82,5.80,,,60.78,74.80,44.30,4.30
MNG,2005,2536407,2523471601,994.90,65.28,4.39,5.30,9.00,,62.31,86.20,40.50,3.86
MNG,2006,2567168,3414055662,1329.89,65.90,4.95,4.50,9.00,,63.84,77.00,37.00,3.75
MNG,2007,2601850,4234999704,1627.69,66.59,5.08,4.70,9.00,35.80,65.26,78.10,33.80,4.08
MNG,2008,2643201,5623216608,2127.43,67.25,5.00,4.70,9.80,,66.47,79.20,31.00,4.56
MNG,2009,2691115,4583850368,1703.33,67.97,5.18,4.40,10.00,,67.37,80.30,28.50,4.46
MNG,2010,2738622,7189481999,2625.22,68.51,5.44,4.50,10.20,33.10,67.83,78.50,26.30,3.74
MNG,2011,2786317,10409797378,3736.04,69.11,5.83,4.00,12.50,33.90,67.92,72.10,24.40,3.59
MNG,2012,2839705,12292770632,4328.89,69.50,6.22,3.00,16.40,33.80,67.95,83.70,22.80,3.86
MNG,2013,2899011,12582122604,4340.14,70.10,6.62,3.00,17.70,,67.98,81.20,21.50,4.09
MNG,2014,2963113,12226514668,4126.24,70.58,6.59,3.30,19.94,32.00,67.99,86.00,20.40,4.21
MNG,2015,3026864,11619892591,3838.92,70.81,5.96,3.50,22.50,,68.00,88.00,19.40,4.23
MNG,2016,3088856,11181350649,3619.90,70.22,6.19,3.40,22.27,32.30,67.98,90.80,18.40,4.58
MNG,2017,3148917,11480847741,3645.97,70.54,6.69,1.80,23.71,,67.93,93.60,17.40,4.34
MNG,2018,3208189,13178094720,4107.64,70.83,7.16,2.10,47.13,32.70,67.87,98.10,16.40,4.53
MNG,2019,3267673,14206359018,4347.55,71.05,7.75,2.30,51.08,,67.83,98.90,15.60,4.49
MNG,2020,3327204,13312981429,4001.25,71.35,6.77,2.90,62.50,,68.09,99.50,14.80,4.67
MNG,2021,3383741,15286441738,4517.62,71.65,7.36,3.00,81.61,,69.22,100.00,14.30,7.21
MNG,2022,3433748,17146471714,4993.51,71.90,7.27,,81.08,31.40,69.78,100.00,13.90,8.85
MNG,2023,3481145,20325121394,5838.63,72.12,7.80,,83.74,,70.45,100.00,13.60,6.07
MNP,2000,68356,,,74.90,0.00,0.00,,,90.16,100.00,,
MNP,2001,67984,,,75.42,0.00,0.00,,,90.25,100.00,,
MNP,2002,66778,1284000000,19227.89,75.93,0.00,0.00,,,90.34,99.90,,
MNP,2003,65421,1239000000,18938.87,76.51,0.00,0.00,,,90.42,99.90,,
MNP,2004,63938,1210000000,18924.58,76.79,0.00,0.00,,,90.50,99.80,,
MNP,2005,62354,1061000000,17015.75,77.31,0.00,0.00,,,90.58,99.80,,
MNP,2006,60682,990000000,16314.56,77.69,0.00,0.00,,,90.65,99.70,,
MNP,2007,58941,938000000,15914.22,77.86,0.00,0.00,,,90.73,100.00,,
MNP,2008,57150,939000000,16430.45,77.94,0.00,0.00,,,90.80,100.00,,
MNP,2009,55325,795000000,14369.63,77.90,0.00,0.00,,,90.87,100.00,,
MNP,2010,54091,799000000,14771.40,77.80,0.00,0.00,,,90.95,100.00,,
MNP,2011,53608,729000000,13598.72,77.69,0.00,0.00,,,91.03,100.00,,
MNP,2012,53234,746000000,14013.60,77.57,0.00,0.00,,,91.10,100.00,,
MNP,2013,52758,772000000,14632.85,77.45,0.00,0.00,,,91.18,100.00,,
MNP,2014,52178,832000000,15945.42,77.38,0.00,0.00,,,91.25,100.00,,
MNP,2015,51514,910000000,17665.10,77.36,0.00,0.00,,,91.33,100.00,,
MNP,2016,50773,1230000000,24225.47,77.39,0.00,0.00,,,91.40,100.00,,
MNP,2017,49959,1560000000,31225.60,77.47,0.00,0.00,,,91.47,100.00,,
MNP,2018,49077,1301000000,26509.36,77.51,0.00,0.00,,,91.54,100.00,,
MNP,2019,48129,1179000000,24496.67,77.84,0.00,0.00,,,91.62,100.00,,
MNP,2020,47528,866000000,18220.84,78.03,0.00,0.30,,,91.69,100.00,,
MNP,2021,46979,914000000,19455.50,78.16,0.00,0.50,,,91.78,100.00,,
MNP,2022,46078,1096000000,23785.75,78.53,0.00,0.50,,,91.88,100.00,,
MNP,2023,45143,,,78.81,0.00,,,,91.98,100.00,,
MOZ,2000,18129653,5930685215,327.13,49.48,0.09,93.60,0.11,,29.24,6.10,164.60,2.14
MOZ,2001,18537729,5650154067,304.79,50.26,0.10,93.00,0.16,,29.41,5.70,155.70,2.80
MOZ,2002,18958338,5950769427,313.89,50.88,0.10,93.20,0.26,46.90,29.57,8.40,147.50,3.19
MOZ,2003,19392475,6583526861,339.49,51.38,0.13,92.70,0.42,,29.71,8.10,139.80,3.25
MOZ,2004,19840313,7937255565,400.06,51.86,0.14,92.90,0.68,,29.86,10.70,132.50,3.53
MOZ,2005,20304569,8868504900,436.77,52.32,0.13,93.70,0.85,,30.01,11.80,125.70,4.21
MOZ,2006,20787087,9509835537,457.49,52.75,0.14,93.10,0.84,,30.17,13.00,118.80,3.95
MOZ,2007,21287635,10811456006,507.87,53.26,0.15,87.50,0.91,,30.36,12.40,110.70,3.80
MOZ,2008,21819036,12920340965,592.16,53.80,0.14,88.10,1.56,45.50,30.56,13.60,104.40,4.13
MOZ,2009,22391745,12263894790,547.70,54.40,0.15,86.10,2.68,,30.77,15.00,98.30,5.06
MOZ,2010,22999235,11411894724,496.19,55.04,0.16,84.90,4.17,,30.99,18.90,95.60,5.29
MOZ,2011,23649039,14619279989,618.18,55.73,0.18,85.40,4.60,,31.21,20.20,91.10,4.92
MOZ,2012,24337846,16688114144,685.69,56.46,0.19,84.50,5.00,,31.43,21.20,86.50,5.14
MOZ,2013,25051611,17198073057,686.51,57.19,0.20,83.10,5.50,,31.66,22.40,82.90,6.05
MOZ,2014,25788475,17978246586,697.14,57.97,0.22,81.20,6.00,54.00,31.90,24.80,79.70,6.24
MOZ,2015,26547572,16208985770,610.56,58.71,0.24,80.10,6.50,,32.14,24.00,75.80,6.61
MOZ,2016,27337105,12069051237,441.49,59.46,0.30,77.40,7.00,,32.38,26.20,73.30,7.22
MOZ,2017,28166393,13264640646,470.94,60.15,0.30,78.20,7.80,,32.63,24.30,72.00,7.81
MOZ,2018,29018644,15017358953,517.51,60.79,0.28,79.00,10.90,,32.99,31.10,70.20,7.98
MOZ,2019,29884380,15512759047,519.09,61.31,0.29,77.50,12.48,50.70,33.42,29.70,68.60,7.90
MOZ,2020,30783688,14235420174,462.43,61.39,0.26,80.20,14.29,,33.90,30.60,67.60,7.55
MOZ,2021,31707800,16168055475,509.91,60.27,0.29,76.90,16.36,,34.45,31.50,65.50,8.65
MOZ,2022,32656246,18884232599,578.27,63.01,0.33,,18.96,49.60,35.05,33.20,63.90,8.25
MOZ,2023,33635160,20927498317,622.19,63.61,0.32,,19.95,,35.71,36.00,61.70,8.50
MRT,2000,2613441,1779520886,680.91,61.04,0.40,44.40,0.19,39.00,38.06,19.10,98.00,3.38
MRT,2001,2678760,1746063558,651.82,61.66,0.44,44.20,0.26,,38.11,22.20,93.40,3.57
MRT,2002,2738655,1777057481,648.88,62.25,0.47,42.10,0.36,,38.39,21.70,88.20,4.00
MRT,2003,2802046,2051147607,732.02,62.81,0.49,40.20,0.42,,38.89,23.00,82.80,4.03
MRT,2004,2868664,2362501023,823.55,63.37,0.52,38.60,0.48,40.20,39.57,24.30,77.50,3.70
MRT,2005,2939059,2936019526,998.97,63.92,0.52,38.80,0.67,,40.41,18.20,72.50,3.40
MRT,2006,3013660,3919577286,1300.60,64.49,0.56,39.10,0.98,,41.37,27.00,68.10,2.70
MRT,2007,3093059,4346212355,1405.15,64.89,0.61,35.60,1.43,,42.44,33.00,64.30,2.88
MRT,2008,3183269,5206437194,1635.56,65.23,0.66,35.80,1.87,35.70,43.58,30.00,61.30,3.01
MRT,2009,3284448,4714595548,1435.43,65.49,0.64,33.40,2.28,,44.76,31.10,58.80,3.11
MRT,2010,3390965,5628878798,1659.96,65.66,0.62,34.00,4.00,,45.95,34.20,56.80,2.64
MRT,2011,3502811,6764627746,1931.20,65.75,0.65,33.30,4.50,,47.14,35.30,55.10,2.47
MRT,2012,3619034,6728208836,1859.12,65.81,0.70,31.90,5.00,,48.27,36.40,53.50,2.65
MRT,2013,3734318,7230646063,1936.27,65.89,0.62,35.10,6.20,,49.36,37.60,52.10,2.87
MRT,2014,3848514,6615483550,1718.97,66.21,0.70,31.00,11.80,32.60,50.47,38.80,50.60,3.47
MRT,2015,3965959,6182303677,1558.84,66.50,0.70,28.30,17.60,,51.67,39.50,49.10,3.67
MRT,2016,4086657,6407900701,1568.01,66.82,0.64,31.70,19.23,,52.92,41.20,47.70,3.19
MRT,2017,4210600,6812472965,1617.93,67.09,0.90,25.50,21.02,,54.20,42.90,46.20,3.42
MRT,2018,4337685,7475471310,1723.38,67.42,1.02,21.60,22.97,,55.13,43.60,44.70,2.88
MRT,2019,4467708,7894764886,1767.07,67.64,1.00,21.20,25.10,32.00,56.06,44.90,43.40,3.09
MRT,2020,4600131,8260567357,1795.72,66.79,1.01,20.90,29.91,,56.98,45.40,42.00,3.00
MRT,2021,4734874,9221044667,1947.47,66.76,0.93,22.10,35.64,,57.90,47.70,40.70,3.78
MRT,2022,4875637,9562497461,1961.28,68.28,1.03,19.60,42.46,,58.81,49.00,39.40,4.67
MRT,2023,5022441,10687541640,2127.96,68.48,0.96,,44.96,,59.71,50.30,38.10,4.34
MUS,2000,1186873,4726108622,3981.98,71.66,2.06,20.40,7.28,,42.06,99.00,18.80,2.86
MUS,2001,1196287,4675755867,3908.56,71.77,2.16,20.10,8.78,,41.88,99.20,17.50,2.92
MUS,2002,1204621,4906494249,4073.06,71.97,2.19,17.90,10.25,,41.70,99.40,16.60,3.19
MUS,2003,1213370,5894873920,4858.27,72.12,2.28,18.90,12.19,,41.51,99.10,16.00,3.18
MUS,2004,1221003,6667418752,5460.61,72.27,2.28,19.10,13.69,,41.33,99.00,15.70,3.32
MUS,2005,1228254,6576108447,5354.03,72.43,2.43,17.60,15.17,,41.14,99.00,15.60,3.52
MUS,2006,1233996,7137710413,5784.22,72.43,2.69,16.40,16.70,35.70,40.96,99.00,15.40,3.61
MUS,2007,1239630,8277474850,6677.38,72.57,2.75,15.70,20.22,,40.78,99.00,15.20,3.52
MUS,2008,1244121,10127741915,8140.48,72.57,2.80,12.70,21.81,,40.62,99.00,15.00,3.94
MUS,2009,1247429,9264482256,7426.86,72.88,2.76,12.80,22.51,,40.45,99.00,14.90,4.17
MUS,2010,1250400,10144716155,8113.18,72.97,2.94,12.80,28.33,,40.30,99.40,14.80,4.52
MUS,2011,1252404,11677718382,9324.24,73.27,2.92,12.00,34.95,,40.17,99.60,14.90,4.25
MUS,2012,1255882,11832323837,9421.53,73.86,2.98,11.40,35.42,38.50,40.04,99.40,15.00,4.22
MUS,2013,1258927,12434596541,9877.14,74.02,3.06,11.40,40.12,,39.91,99.40,14.90,4.62
MUS,2014,1261208,13230490082,10490.33,74.19,3.16,10.60,44.80,,39.79,99.50,14.70,5.38
MUS,2015,1262879,12162211503,9630.54,74.35,3.16,11.50,50.14,,39.67,99.60,14.50,5.55
MUS,2016,1263747,12757680847,10095.12,74.39,3.22,10.30,52.19,,39.56,99.70,14.60,5.54
MUS,2017,1264887,13896938315,10986.70,74.51,3.33,9.40,55.40,36.80,39.45,99.60,15.00,5.60
MUS,2018,1265577,14957535716,11818.75,74.42,3.30,9.20,58.60,,39.35,99.80,15.40,5.60
MUS,2019,1265985,14645235205,11568.25,74.24,3.32,8.90,61.73,,39.25,100.00,15.70,5.70
MUS,2020,1266014,11566111138,9135.85,74.18,2.96,9.40,67.73,,39.16,99.50,15.80,6.10
MUS,2021,1266334,11622048697,9177.71,73.68,3.15,8.60,71.60,,39.08,99.60,15.70,6.62
MUS,2022,1262523,12936444123,10246.50,73.51,3.21,,75.50,,39.00,100.00,15.50,5.84
MUS,2023,1248647,14072212290,11269.97,73.41,3.46,,79.50,,39.00,100.00,15.40,5.57
MWI,2000,11315942,2537307580,224.22,46.17,0.27,82.60,0.13,,14.68,4.80,171.00,2.35
MWI,2001,11593058,2498008665,215.47,47.21,0.27,83.10,0.16,,14.78,5.20,239.00,2.06
MWI,2002,11880440,5087328438,428.21,48.18,0.26,83.30,0.22,,14.87,5.60,143.20,2.70
MWI,2003,12181574,4669789300,383.35,49.60,0.26,82.80,0.28,,14.96,6.20,130.00,3.32
MWI,2004,12500737,5058726350,404.67,51.07,0.25,82.40,0.35,39.90,15.03,6.90,118.70,4.07
MWI,2005,12840031,5320409651,414.36,52.47,0.28,83.20,0.38,,15.10,6.60,109.70,4.30
MWI,2006,13198701,5818279739,440.82,53.65,0.29,82.80,0.43,,15.18,3.70,102.70,4.91
MWI,2007,13576343,6451210219,475.18,54.69,0.30,82.20,0.97,,15.25,7.40,96.90,5.44
MWI,2008,13976417,7743617352,554.05,55.72,0.31,80.40,0.70,,15.32,7.80,91.00,6.11
MWI,2009,14395788,9009887947,625.87,56.71,0.29,80.00,1.07,,15.40,8.30,85.30,5.87
MWI,2010,14826463,10128323011,683.12,57.79,0.30,81.20,2.26,45.50,15.48,8.70,80.10,5.14
MWI,2011,15265022,11648142958,763.06,58.86,0.38,80.20,3.33,,15.55,7.60,74.00,5.32
MWI,2012,15709577,8773203178,558.46,59.87,0.36,80.20,4.35,,15.63,7.40,67.90,6.02
MWI,2013,16161816,8031571928,496.95,60.82,0.31,79.80,5.05,,15.70,9.00,62.90,8.22
MWI,2014,16621538,8801326169,529.51,61.65,0.30,82.80,5.83,,15.77,11.90,60.00,6.90
MWI,2015,17085587,9219474379,539.61,62.32,0.29,81.00,6.00,,15.83,10.80,57.40,6.63
MWI,2016,17557739,7909868618,450.51,63.16,0.28,78.90,6.30,44.70,15.90,11.00,55.80,7.73
MWI,2017,18039715,8943543794,495.77,63.91,0.30,76.90,7.00,,15.96,12.70,53.80,7.58
MWI,2018,18528081,9879220354,533.20,64.46,0.29,73.20,8.80,,16.02,18.00,52.00,6.88
MWI,2019,19025752,11051852713,580.89,65.00,0.29,70.90,11.06,38.50,16.14,11.20,51.30,6.37
MWI,2020,19533888,11769313598,602.51,65.22,0.27,71.50,13.90,,16.30,11.50,50.40,7.04
MWI,2021,20047258,12378119199,617.45,64.78,0.31,71.10,15.30,,16.49,14.20,50.00,7.52
MWI,2022,20568728,12429059928,604.27,66.04,0.27,62.90,16.85,,16.71,14.00,50.10,6.63
MWI,2023,21104482,13363669673,633.21,67.35,0.22,,17.99,,16.97,15.60,49.60,6.53
MYS,2000,22967816,93789736842,4083.53,72.73,5.69,4.40,21.38,,61.97,98.60,9.90,2.51
MYS,2001,23526538,92783947368,3943.80,73.08,5.88,4.20,26.70,,63.02,98.60,9.30,2.68
MYS,2002,24102477,100845526316,4184.03,73.47,6.08,3.50,32.34,,64.06,98.60,8.80,2.67
MYS,2003,24679602,110202368421,4465.32,73.73,6.34,3.30,34.97,46.40,65.08,98.70,8.60,2.92
MYS,2004,25256772,124749473684,4939.25,74.03,6.71,3.20,42.25,,66.06,98.70,8.40,2.86
MYS,2005,25836071,143534405819,5555.58,74.37,7.01,3.00,48.63,,67.02,98.70,8.30,2.79
MYS,2006,26417909,162692258307,6158.41,74.70,7.11,3.10,51.64,44.80,67.92,98.80,8.30,3.11
MYS,2007,26998389,193549569478,7168.93,74.96,7.59,2.80,55.70,,68.76,98.90,8.30,3.07
MYS,2008,27570059,230811614370,8371.82,75.15,7.84,3.00,55.80,45.50,69.54,99.00,8.20,3.01
